SMILES,endpoint
Cl.CN(C)CCOC(=O)C(c1ccccc1)C1(O)CCCC1,active
O=S(=O)(Nc1nc2ccccc2[nH]1)c1ccc(Cl)cc1,active
CCN1CCN(c2ccc(NC(=O)COc3ccccc3Cl)cc2)CC1,active
CN1CCN(C2=C(Cl)C(=O)N(Cc3ccccc3)C2=O)CC1,active
COC(=O)c1[nH]c2ccc(C)cc2c1NC(=O)CCN1CCN(C2CCCCC2)CC1,active
Cn1c(CCN2CCN(c3ccccc3)CC2)nc2cc(NC(=O)c3ccco3)ccc21,active
Cc1cc(C)n(S(=O)(=O)c2ccc(C(C)(C)C)cc2)n1,active
Cc1noc(C)c1CSc1nc2ccccc2[nH]1,active
CCOc1ccc(C(=O)Nc2ccc(N3CCN(C)CC3)cc2)cc1Br,active
Cc1onc(-c2ccccc2Cl)c1C(=O)Nc1nnc(C(C)C)s1,active
O=S(=O)(CCN1CCN(C(c2ccccc2)c2ccccc2)CC1)C(F)(F)F,active
O=C(COc1c(F)c(F)cc(F)c1F)NC(=O)NC1CCCC1,active
Cl.O=C(OC1CN2CCC1CC2)c1cccc(Cl)c1,active
CN1CCN(c2ccccc2NC(=O)c2ccc(OCc3ccccc3)cc2)CC1,active
O=C1CC(N2CCN(c3ccc(S(=O)(=O)N4CCOCC4)cc3)CC2)C(=O)N1Cc1ccccc1,active
N#CCCn1c2ccccc2nc1SCC(=O)N1CCN(S(=O)(=O)c2ccccc2)CC1,active
COc1ccc(Cl)cc1C(=O)NCC(c1ccco1)N1CCCC1,active
CN(C(=O)COC(=O)c1nc(-c2ccccc2)n(-c2ccccc2)n1)C1CCS(=O)(=O)C1,active
CCOC(=O)N1CCN(C(=O)c2ccc3c(c2)sc2nc(-c4ccccc4)cn32)CC1,active
Cc1ccc2nc(N3CCC(C(=O)N4CCC5(CC4)OCCO5)CC3)sc2c1,active
CCN(CCCNC(=O)c1c(C)cc(=O)oc1C)c1cccc(C)c1,active
O=C(C(NS(=O)(=O)c1cccc2nsnc21)c1ccccc1)N1CCN(c2ccccn2)CC1,active
Cc1ccc2c(c1)NC(=O)C(CC(=O)Nc1ccc(CN3CCC(C)CC3)cc1)O2,active
O=C(c1ccc(Br)o1)N1CCN(c2ccc3nnc(-c4ccccc4)n3n2)CC1,active
O=C(Cn1c(=O)oc2cc(S(=O)(=O)N3CCc4ccccc43)ccc21)NC1CCCC1,active
COC(=O)c1ccc(CSc2nc(C)nc3c2c(=O)n(C)c(=O)n3C)o1,active
Cl.O=C(NCc1ccncc1)c1cccc(Cn2cc(Br)cn2)c1,active
Cl.O=C(CN1CCCC(O)C1)N1c2ccccc2Sc2ccc(C(F)(F)F)cc21,active
Br.CN1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,active
Cl.CCCC(O)(CCN1CCOCC1)c1ccc(Br)cc1,active
O=C(NCc1ccco1)c1nnc(Cc2ccc(F)cc2)o1,decoy
CCOC(=O)c1ccc(NC(=O)NC(C)C2CCCO2)cc1,decoy
Cc1ccccc1C(=O)Nc1ccc(Cl)cn1,decoy
NC(=O)CSc1nc2ccccc2n1Cc1ccccc1F,decoy
O=C(NC1=NC(=O)C(F)(C(F)(F)F)S1)NC1CCCCC1,decoy
CCN1CCN(S(=O)(=O)Cc2ccccc2)CC1,decoy
CCOC(=O)c1ccc2c(c1)nc(SCC(=O)N1CCCCC1)n2CC,decoy
O=NC(C(=O)NC1CCCCC1)=C1C=CC=CN1,decoy
COC(=O)c1ccc(C(=O)OC)c(NC(=O)CSc2nnc(-c3ccccc3Cl)o2)c1,decoy
COc1ccc(C(=O)CSc2nc(=O)cc(C)[nH]2)cc1,decoy
N#CC(=Cc1ccc(O)c(O)c1)S(=O)(=O)c1ccccc1,decoy
CN1C(=O)NC(NC(=O)c2cccs2)(C(F)(F)F)C1=O,decoy
O=C(Cc1nnc(NC(=O)C2COc3ccccc3O2)s1)N1CCOCC1,decoy
CCC1Oc2ccc(C)cc2N(CC(=O)NCCN2CCCCCC2)C1=O,decoy
O=C(COC(=O)C1=COCCO1)c1ccc(S(=O)(=O)N2CCCC2)cc1,decoy
COc1ccc(N2CCN(Cc3cc(=O)oc4ccc(Cl)cc34)CC2)cc1,decoy
O=C(CSc1nc2ccccc2[nH]1)c1ccc2c(c1)OCO2,decoy
CCn1cc(C(=O)N2CCCC2)c(=O)c2cc(S(=O)(=O)N(C)C)ccc21,decoy
CN(C)c1ccc(NC(=O)CSc2nc3ccccc3c(=O)n2C2CCCCC2)cc1,decoy
O=c1nc(-c2ccccc2)c2cc(Cl)ccc2[nH]1,decoy
N#Cc1ccc2ccn(CC(=O)NC3CCCCCC3)c2c1,decoy
CN(C)c1ccc(C(=O)Nc2nc3c(s2)CCCC3)cc1,decoy
Cn1c2nc(SCCCC#N)n(Cc3ccccc3F)c2c(=O)n(C)c1=O,decoy
Cn1c(=O)cc(Oc2ccccc2NCc2cc(Br)ccc2O)n(C)c1=O,decoy
COc1cc(C2NC(=O)NC(C)=C2C(=O)OC2CCCCC2)cc(Br)c1O,decoy
O=C(N1CCOCC1)N1c2ccccc2CC(N2CCOCC2)c2ccccc21,decoy
COCCCn1c(SCc2cc(=O)[nH]c3ccccc23)nnc1-c1ccco1,decoy
Cc1ccc(C)c(OCCCC(=O)O)c1,decoy
CCOC(=O)c1c2cc(OC)c(Br)cc2n(C)c1CN1CCN(CCO)CC1,decoy
O=C(Nc1nc2ccccc2s1)C1CCCO1,decoy
CSc1cccc(NC(=O)CN(C)S(=O)(=O)c2ccc(F)cc2)c1,decoy
Cc1nc2oc(C(=O)c3ccc(Br)cc3)c(N)c2c2c1COC(C)(C)C2,decoy
COc1ccc(C(=O)N2CCOCC2)cc1Br,decoy
CCOC(=O)C1=C(N)Oc2cc(C)oc(=O)c2C12c1cccc3c1N(C2=O)C(C)(C)C=C3C,decoy
CCc1ccc(CCC(=O)Nc2nccs2)o1,decoy
COCCN1C(=O)C(CC(=O)Nc2ccc(C(=O)O)cc2)SC1=Nc1ccccc1,decoy
CCCCC(=O)Nc1cccc(NC(=O)c2ccc3c(c2)OCO3)c1,decoy
CCN(CC)c1ccc(NC(=O)CSc2nc(=O)cc(C)[nH]2)cc1,decoy
Cc1nn(CC(=O)N2CCN(Cc3ccccc3)CC2)c(=O)c2ccccc12,decoy
COc1cccc(C2NC(=O)NC(C)=C2C(=O)Nc2cc(OC)ccc2OC)c1,decoy
COc1ccc(CCNC(=O)CCSc2nc(-c3ccco3)cc(C(F)(F)F)n2)cc1,decoy
CC(NC1CCCCC1)=C1C(=O)c2ccccc2C1=O,decoy
CC1(C)Cc2c(sc3c2c(=N)n(Cc2ccco2)c(=O)n3CC(=O)Nc2ccc(Cl)cc2)CO1,decoy
CCOC(=O)C1=C(C)N=c2sc(=Cc3ccncc3)c(=O)n2C1c1ccc2c(c1)OCO2,decoy
N#Cc1nc(COc2ccc(F)cc2)oc1N1CCN(Cc2ccccc2)CC1,decoy
Cc1ccc(S(=O)(=O)C(C#N)c2nc3ccccc3nc2N2CCCC2)cc1,decoy
c1csc(-n2nc3ccccc3n2)c1,decoy
Cn1c(=O)oc2cc(S(=O)(=O)N3CCN(c4cccc(Cl)c4)CC3)ccc21,decoy
Cc1cc(C)cc(NC(=O)CSc2nnc(CNC(=O)c3cccs3)o2)c1,decoy
COc1ccc(Cl)cc1NC(=O)Cn1cccc1,decoy
CC(=O)C1=C(C)NC(C)=C(C(C)=O)C1c1cccs1,decoy
Cc1cccc(-n2nnnc2SCc2csc(-c3ccccc3)n2)c1,decoy
N#Cc1ccc(CSc2nnc(-c3ccccn3)n2-c2ccccc2)cc1,decoy
COC(=O)c1ccccc1NC(=O)Cn1cc(Br)cn1,decoy
CCOC(=O)c1c2c(sc1NC(=O)CN1CCOCC1)COC(C)(C)C2,decoy
Cc1ccc(-n2c(SCC(=O)N3CCOCC3)nnc2-c2cccnc2)cc1,decoy
COc1c(C)cc(Br)cc1C(=O)NCc1cccnc1,decoy
COc1ccc(CCNC(=O)C2CCN(S(=O)(=O)c3cccc4nsnc43)CC2)cc1OC,decoy
CN(CC(=O)NCCC1=CCCCC1)S(=O)(=O)c1ccc2c(c1)c(=O)n(C)c(=O)n2C,decoy
COc1ccc(Cl)cc1NC(=O)c1cccnc1,decoy
O=C(NC1CC1)C1CCC(=O)N1C1CCCC1,decoy
Cn1c(=O)c2c(n(C)c1=O)=NC1(CCCCC1)ON=2,decoy
Cc1nn(Cc2ccccc2C)c(C)c1NC(=O)c1noc2c1CCCC2,decoy
CC(CC(=O)O)NCC1COc2ccccc2O1,decoy
Cn1c(C(=O)OC(C(=O)NC2CCCCC2)c2ccncc2)cc2sccc21,decoy
Cc1ccc(-c2cc(C(F)(F)F)n3ncc(C(=O)O)c3n2)cc1,decoy
CC(=O)Nc1ccc2c(c1)nc(CCNC(=O)c1ccccc1)n2C,decoy
Cc1ccc2[nH]c(=O)c(CN(Cc3ccco3)S(=O)(=O)c3c4nsnc4ccc3C)cc2c1,decoy
Cc1nc2ccc(-c3ccccc3)cc2o1,decoy
Cc1cc(NC(=O)COC(=O)c2c(C)nn(Cc3ccccc3)c2Cl)no1,decoy
O=C(CN1CCN(C(=O)c2ccco2)CC1)Nc1ccc(Cl)c(C(F)(F)F)c1,decoy
O=C(CC(c1ccccc1)c1ccccc1O)NCCN1CCOCC1,decoy
Cc1c(Cl)cccc1NC(=O)CCN1CCCCCC1,decoy
O=C1CC(SCc2nc3ccccc3[nH]2)C(=O)N1c1cccc(F)c1,decoy
CC1(C)C2(C)CCC1(C(=O)N1CCN(Cc3ccccc3)CC1)OC2=O,decoy
COc1ccc2cc3cc(C(=O)Nc4ccccc4N4CCN(C)CC4)oc3nc2c1,decoy
