SMILES,endpoint
CCc1ccc(-c2nnn(CCC(=O)OC)n2)cc1,active
Cc1ccccc1NC(=O)N1CCCC(c2nc(-c3ccc(C(C)C)cc3)no2)C1,active
Cc1ccc2[nH]c3c(ncnc3N3CCN(Cc4ccc5c(c4)OCO5)CC3)c2c1,active
O=C(c1ccc2c3c1cccc3C(=O)N(O)C2=O)N1CCCCC1,active
Fc1ccc2[nH]c3c(ncnc3N3CCN(Cc4ccc5c(c4)OCO5)CC3)c2c1,active
CCOC(=O)C1CCN(c2ncnc3c2cnn3-c2ccc(Cl)cc2)CC1,active
COc1ccc(-c2noc(CCCC(=O)NCCc3ccccc3)n2)cc1OC,active
Cc1cccc(-n2ncc3c2ncnc3N2CCOCC2)c1,active
Cc1ccc(-c2nc(-c3ccccc3)no2)c(Cl)c1,active
COc1cc2[nH]c(CN3CC=C(c4ccccc4)CC3)nc(=O)c2cc1OC,active
CC(=O)Nc1ccc(SCC(=O)c2cc(C)n(Cc3cccs3)c2C)cc1,active
O=C(Nc1ccccc1)c1cccc(-c2nnc(-c3ccccc3)o2)c1,active
COc1cccc(NC(=O)CSc2nnc(-c3cc(C)n(-c4ccccc4)c3C)o2)c1,active
CC(=O)Nc1ccccc1OCC(=O)c1cc(C)n(Cc2cccs2)c1C,active
c1csc(CNc2ncnc3sccc32)c1,active
Clc1ccc(OCCN2CCN(c3ncnc4sccc43)CC2)cc1,active
O=C(Nc1nc(-c2ccccn2)cs1)c1ccc(S(=O)(=O)N2CCCCC2)cc1,active
COc1ccc(C(=O)Nn2c(=O)c3ccccc3nc2SCC(=O)NCC2CCCO2)cc1,active
O=C(CSc1nnnn1C1CC2CCC1C2)Nc1ccnc2ccccc21,active
O=C(c1ccc(Cl)cc1)N1CCCCC(Sc2nnc(-c3ccc4c(c3)OCO4)o2)C1=O,active
COC(=O)C1=C(CN2CCCc3ccccc32)NC(=O)NC1c1ccc(F)cc1,active
CCOC(=O)c1c(C)[nH]c(C(=O)C(C)OC(=O)c2cccc(OCc3c(C)noc3C)c2)c1C,active
Cc1ccnc(NC(=O)CCCOc2cc(=O)n(C)c3ccccc23)c1,active
CCc1ccc(-c2nc(CSCC(=O)NCCCN3CCCC3=O)c(C)o2)cc1,active
COc1cccc(CNC(=O)c2nnn(CC(=O)Nc3ccc(C)c(C)c3)c2N)c1,active
COCCNC(=O)CSCc1nc(-c2ccc(SC)cc2)oc1C,active
Clc1ccc(-n2ncc3c2ncnc3N2CCCCCC2)cc1,active
CCOC(=O)C(C)Oc1cccc2c1ccn(CC(=O)NCc1ccc3c(c1)OCO3)c2=O,active
CCOc1ccc(-c2noc(CCC(=O)O)n2)cc1,active
O=C(Nc1nc2cc3c(cc2s1)OCO3)C1=COCCO1,active
COC(=O)CSc1cc(C(=O)c2nccn2C)c2ccccc2n1,decoy
O=C(CN1CCN(c2ccccn2)CC1)Nc1ccc(OCc2ccccc2)cc1,decoy
COc1ccc(CNC(=O)C(C#N)c2nc3ccccc3nc2N2CCN(C)CC2)cc1,decoy
NC(=O)N1c2ccccc2C=Cc2ccccc21,decoy
COc1ccc(-n2nnnc2SCC#CCO)cc1,decoy
COc1cc(C2c3ccc(O)cc3OC(N)=C2C#N)cc2c1OCO2,decoy
COC(=O)C(Cc1ccccc1)NC(=O)NCCc1ccc(S(N)(=O)=O)cc1,decoy
COc1ccccc1N1CCN(c2nc(N)c(C#N)c(CC#N)c2C#N)CC1,decoy
CCN1CCCC1Cn1cnc2c3cc(Cl)ccc3[nH]c2c1=O,decoy
CCOC(=O)C1C(=O)CC(O)(c2ccccc2)CC1c1ccccc1,decoy
CCCc1nc2oc3cc(OC)ccc3c(=O)c2c(=O)n1Cc1ccco1,decoy
CCOC(=O)N1CCC(Nc2c(=O)c(=O)c2NCCCN(C)Cc2ccccc2)CC1,decoy
Cc1cccc(N2CN=c3sc(=Cc4ccncc4)c(=O)n3C2)c1,decoy
CCOC(=O)c1ccccc1NC(=O)Cn1cnc2c(cnn2-c2ccc(OC)cc2)c1=O,decoy
CCCCCOc1ccccc1C(=O)NCCCC(=O)O,decoy
Cc1ccc2cc(CCNC(=O)CC(C)(C)C)c(=O)[nH]c2c1C,decoy
COc1ccc(NC(=O)c2cnc3sccn3c2=O)cc1OC,decoy
Clc1ccc(OCc2nn3c(nnc3C3CCCCC3)s2)cc1,decoy
COc1cccc(-n2nnnc2SCC(=O)Nc2cccc(NC(C)=O)c2)c1,decoy
COc1cccc(OC)c1C(=O)Nn1c(=O)c2ccccc2nc1C1CCC1,decoy
CCOC(=O)c1c(C)[nH]c(C(=O)CN2CC(C)OC(C)C2)c1C,decoy
