SMILES,endpoint
O=C1Nc2c(Cl)ccc(OCc3noc(O)n3)c2C2(CCCCC2)N1,active
CC(c1cccc(-c2cc(C(C)(C)S(C)(=O)=O)cc3cccnc32)c1)N(C(=O)c1ccc(F)cc1)c1ccc(S(C)(=O)=O)cc1,active
CCCCC(=O)c1ccc(OC(F)F)c(OC2CCN(C(=O)OC(C)(C)C)CC2)c1,active
[O-][n+]1cccc(CC(c2cnc(C(O)(C(F)(F)F)C(F)(F)F)s2)c2ccc(OC(F)F)c(OC3CC3)c2)c1,active
Cn1nc(-c2ccc(Cl)cc2)sc1=NC1CCC1,active
C=CCc1c(C)nc(-c2ccc(C)s2)nc1Nc1ccc(CC(=O)O)cc1,active
COc1cc(-c2ccc(=O)[nH]n2)ccc1OC(F)F,active
CCc1nn(C2CCCC2)c2c1CCn1c-2nnc1C(C)(C)C,active
COc1cccc(COc2cccc(N3CC(c4ccc(OC)c(OC5CCCC5)c4)CC3=O)c2)c1,active
COc1ccc(C2(C#N)CCC(C(=O)O)CC2)cc1OC1CCCC1,active
CC(C)C(=O)c1c2ccccn2nc1C(C)C,active
N#CCCc1ccc(OCc2cc3cccnc3c(-c3ccccc3)c2)cc1,active
CC1(C)CCc2c(c3c(nc2N2CCOCC2)oc2c3ncnc2N(CCO)CCN2CCOCC2)C1,active
Cn1nc(-c2ccc(Cl)cc2)sc1=Nc1cccc(-c2nn[nH]n2)c1,active
CC(C)Nc1nc2oc3c(ncnc3NCc3cccnc3)c2c2c1CCC(C)(C)C2,active
CN1CCN(C(=O)c2ccc(-c3cc(Cl)c4c(c3)C3(CCCCC3)NC(=O)N4)cc2)CC1,active
COc1ccc(C2=NN(CCCCCBr)C(=O)C3CC=CCC23)cc1OC,active
CCOC(=O)c1c(NC(=O)Cc2ccccc2)sc2c1CCCC2,active
O=C(CCc1ccccc1)c1ccc(OC(F)F)c(OC2CCOC2)c1,active
COc1cccc(-c2cc(C(C)(C)S(C)(=O)=O)cc3cccnc32)c1,active
COc1ccc(C=NOCC(Cl)CN2CCOCC2)cc1OC1CCCC1,active
O=C(O)c1ccc(-c2cc3cccnc3c(-c3cccc([N+](=O)[O-])c3)n2)cc1,active
COc1ccc(Cn2cnc(N)c3nc(C(C)(C)O)nc2-3)cc1OC1CCCC1,active
CCCOc1ccccc1-c1nc2nn[nH]c2c(=O)[nH]1,active
CCCCC(O)c1ccc(OC)c(OC2CCOC2)c1,active
FC(F)Oc1ccc(-c2ccnc3cc(-c4cc(Cl)cc(Cl)c4)nn32)cc1OCC1CC1,active
COc1ccc(F)c(CCCC2CCC(CCNCCCCCN3N=C(c4ccc(OC)c(OC)c4)C4CC=CCC4C3=O)O2)c1,active
O=C(CC1CCCCC1)c1ccc(OC(F)F)c(OC(F)F)c1,active
