SMILES,endpoint
CC(=O)OC1CC(C)(C)N(OC(=O)c2ccc(N)cc2)C(C)(C)C1,active
Cc1ccc(OCc2ccoc2C(=O)O)cc1C,active
O=C1c2ccccc2C(=O)N1c1ccc2nc(-c3ccc(Br)o3)[nH]c2c1,active
Cc1ccc(C)n1-c1ccc(C(=O)O)cc1C,active
CCOC(=O)c1ccc(NC(=O)CSc2nc(=O)cc(C)[nH]2)cc1,active
CCOC(=O)Cc1cc(=O)n2[nH]c(-c3ccc(C)cc3)cc2n1,active
Cc1occc1C(=O)NCc1cccc(CNC(=O)c2ccoc2C)c1,active
O=C(Nc1ccc2oc(-c3ccccc3F)nc2c1)c1cncc(Br)c1,active
O=Cc1cn(-c2ccccc2)nc1-c1cc2c(ccc3ccccc32)oc1=O,active
Cc1snc2sc(C(=O)c3ccc(Br)cc3)c(N)c12,active
CSC1=NC(=Cc2ccc(Br)o2)C(=O)S1,active
O=C(c1cc2ncc(Br)cn2n1)N1CCN(C(=O)c2ccco2)CC1,active
CCN(c1ccccc1)S(=O)(=O)c1cc(C(=O)O)ccc1C,active
O=C(CSc1nnc(SCC(=O)c2ccco2)s1)c1ccco1,active
Cc1noc(C)c1COc1ccc(C(=O)OCC(=O)N2c3ccccc3NC(=O)C2(C)C)cc1,active
Cc1ccccc1Nc1nnc(SCC(=O)NC(=O)NCc2ccco2)s1,active
CC(C)CC(=O)Nc1ccc(C(=O)COc2ccc(-c3nnco3)cc2)cc1,active
Cc1ccc(Nc2nnc(SCC(=O)NCc3ccco3)s2)cc1,active
CCOC(=O)C1CCCN(C(=O)c2cc3ncc(Br)cn3n2)C1,active
CCN(c1ccccc1)S(=O)(=O)c1ccc2[nH]cc(C(=O)NCCOC)c(=O)c2c1,active
COc1ccc(N2Cc3cccc(C(=O)N4CCN(C(=O)c5ccco5)CC4)c3C2=O)cc1,active
O=S(=O)(NCc1csc(-c2cccnc2)n1)c1cccs1,active
CCOC([O-])=Nc1c[n+](N2CCOCC2)no1,active
Cc1cc(C)n2nc(SCc3cc(=O)oc4cc(O)ccc34)nc2n1,active
CC1CC(C(F)(F)C(F)(F)F)N2NC(C(=O)O)=CC2=N1,active
Cc1ccc(NC=C2c3ccccc3C(=O)N(c3ccc4c(c3)OCO4)C2=O)cc1,active
Cl.CN(C)CC(=O)N1c2ccccc2CCc2ccc(NC(=O)c3ccc(N)cc3)cc21,active
O=C(NNC(=O)c1ccc(SCC2CCCO2)c([N+](=O)[O-])c1)c1ccc(Cl)c([N+](=O)[O-])c1,active
Cc1ccc(S(=O)(=O)Cc2ccc(C(=O)O)o2)cc1,active
O=S(=O)(NCc1csc(-c2cccnc2)n1)c1ccc(Cl)s1,active
Cc1cccc(N2C(=O)CC(N3CCN(Cc4ccc5c(c4)OCO5)CC3)C2=O)c1,decoy
CN1c2ccc(Br)cc2C(O)(C2COC(C)(C)CC2=O)C1=O,decoy
COCCn1c(Sc2ccc(C)cc2)nc2c1c(=O)[nH]c(=O)n2C,decoy
Cn1c2nc(-c3ccccc3)[nH]c2c(=O)n(C)c1=O,decoy
CCOc1ccc2c(C)cc(=O)oc2c1OCC,decoy
CCN(CC)CCNC(=O)Cn1nc(Cc2ccccc2)c2ccccc2c1=O,decoy
CCOC(=O)C(=NNc1ccccc1)S(=O)(=O)c1ccccc1,decoy
COCCOC(=O)C1=C(C)N(Cc2ccccc2)C(=O)NC1c1cccc(OC)c1OC,decoy
O=c1c2ccccc2oc2nc(-c3ccco3)n(Cc3ccccc3)c(=O)c12,decoy
O=C(NCNC(=O)c1ccccc1)c1ccccc1,decoy
COC(=O)c1ccccc1NC(=O)COc1ccccc1,decoy
C#CCN1c2ccccc2C2(C1=O)C(C#N)=C(N)OC(C)=C2C(=O)OCc1ccccc1,decoy
Cc1ccccc1Oc1ccc(S(=O)(=O)NCCC(=O)O)cc1,decoy
CCC(=O)N(Cc1cc2cc(OC)ccc2[nH]c1=O)c1ccccc1C,decoy
COC(=O)c1[nH]c2cccc(OC)c2c1NC(=O)CCN1CCC(C)CC1,decoy
COc1cccc(C2=CC(c3ccc(N(C)C)cc3)N3NN=NC3=N2)c1,decoy
Cc1cc(NC(=O)CSc2nc(-c3cccc(C)c3)ns2)no1,decoy
CC(C)(C)C(=O)Nc1ccccc1C(=O)Nc1cccnc1,decoy
CCOc1cc(NC(=O)c2cc(OC)c(OC)c(OC)c2)c(OCC)cc1NC(=O)c1ccco1,decoy
Cc1ccc(S(=O)(=O)NC(=O)Nc2ncc3c(n2)CC(c2ccco2)CC3=O)cc1,decoy
NC(=O)c1ccc(Br)c(S(=O)(=O)N2CCCCC2)c1,decoy
COC1CCCCC1NS(=O)(=O)c1ccccc1,decoy
