SMILES,endpoint
S=C(NCCc1ccccc1)Nc1nccs1,active
Fc1cccc(Cl)c1CCNC(=S)Nc1nccs1,active
C=CC[NH+]1Cc2cccc3[nH]c(=O)n(c32)CC1C,active
CC(C)=CC[NH+]1Cc2cc(Cl)cc3[nH]c(=S)n(c32)CC1C,active
CC(C)=CC[NH+]1Cc2c3c(ccc2Cl)[nH]c(=S)n3CC1C,active
S=C(NCCc1ccccn1)Nc1ccc(Br)cn1,active
Fc1cccc(F)c1CCNC(=S)Nc1ccc(Br)cn1,active
O=C1c2ccccc2C2(c3ccccc3)SCCN12,active
Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,active
Cc1c(=O)[nH]c(=O)n(COCCO)c1SC1CCCCC1,active
Cc1c(=O)[nH]c(=S)n(COCCO)c1Sc1ccccc1,active
CCOCC1C(=O)NC(=O)C(CC)=C1Cc1ccccc1,active
CCOCC1C(=O)NC(=O)C(CC)=C1Cc1ccccc1,active
CCOCn1c(=O)[nH]c(=O)c(C(C)C)c1Cc1ccccc1,active
Cc1cc(C)cc(Cc2c(C(C)C)c(=O)[nH]c(=O)n2COCCO)c1,active
O=C1Nc2ccc(Cl)cc2C(C#CC2CC2)(C(F)(F)F)O1,active
O=C1Nc2ccc(Cl)cc2C(C#CC2CC2)(C(F)(F)F)N1,active
O=C1Nc2ccc(Cl)cc2C(C=CC2CC2)(C(F)(F)F)N1,active
Cc1c(Cc2ccccc2)nc(OC2CCCCC2)[nH]c1=O,active
COc1ccc2c(c1)N(C(=O)OC(C)C)C(CSC)C(=S)N2,active
CC(=O)c1ccccc1NC(C(N)=O)c1c(Cl)cccc1Cl,active
CC(=O)c1ccccc1NC(C(N)=O)c1c(Cl)cccc1Cl,active
NC(=O)C(Nc1ccccc1[N+](=O)[O-])c1c(Cl)cccc1Cl,active
NC(=O)C(Nc1ccccc1[N+](=O)[O-])c1c(Cl)cccc1Cl,active
CC(=O)c1ccc(C)cc1NC(C(N)=O)c1c(Br)cccc1Br,active
CC1=C(C(=O)Nc2ccc(Cl)c(C(=O)OC(C)C)c2)SCCO1,active
CC(=O)c1ccc(C)cc1NC(C(N)=O)c1c(Cl)cccc1Cl,active
CCN1c2cc([N+](=O)[O-])ccc2N(C)C(=O)c2cccnc21,active
Cc1occc1C(=S)Nc1ccc(Cl)c(CNOC(C)(C)C)c1,active
CCN1c2ncccc2-c2ncc(C)n2-c2ccc(OC)nc21,active
CCc1cc(NCc2nc3c(o2)c(C)ccc3C)c(=O)[nH]c1C,active
CC(C)c1c(=O)[nH]c(=O)n(COCc2ccccc2)c1Cc1ccccc1,active
CC1Oc2c3c(c4c(-c5ccccc5)cc(=O)oc4c2C(O)C1C)OC(C)(C)C=C3,active
O=C([O-])c1cc(C(c2ccc(O)c(C(=O)[O-])c2)=C2C=CC(=O)C(C(=O)[O-])=C2)ccc1O,active
Cc1sc(NC(=O)C=Cc2ccc(F)cc2)c(C(N)=O)c1C,decoy
Cc1ccc(C(=O)NC(c2nnc(S)n2C)C(C)C)cc1,decoy
CN(C)c1cc[n+](CC(=O)Nc2ccc([N+](=O)[O-])cc2Cl)cc1,decoy
CCOC(=S)c1ccc(S(=O)(=O)Nc2ccc(C)cc2)cc1,decoy
CC1(C)NC(=O)N(CC(=O)OCc2ccccc2Br)C1=O,decoy
COc1cccc(NCc2nnc(S)n2C2CCCCC2)c1,decoy
CN1Cc2c(C#CC(C)(C)O)[nH+]cn2-c2cccc(Cl)c2C1=O,decoy
CC(C)(C)n1nc2c(c1NC(=O)c1ccccc1[N+](=O)[O-])CSC2,decoy
CCCCCN1C(=O)C(=C2C(=O)Nc3ccccc32)SC1=S,decoy
CCc1ccccc1NC(=O)Cn1cc(Br)c([N+](=O)[O-])n1,decoy
CC1(C)CC(=O)c2cc(O)c(OCc3ccc(Cl)cc3)cc2O1,decoy
Cc1cc(F)ccc1NCC(=O)Nc1ccc2c(c1)OCCO2,decoy
CC(C)C(NC(=O)c1ccccc1)c1nnc(S)n1C,decoy
CCN1C(=O)C(=Cc2[nH]c3ccccc3[nH+]2)C(=O)N(CC)C1=S,decoy
CCOc1ccc(C)cc1S(=O)(=O)Nc1ccc(Br)cc1,decoy
COc1cc(OC)c(NC(=O)Cc2ccccc2[N+](=O)[O-])cc1Cl,decoy
Cc1ccc(C(=O)NC(C(=O)Nc2nccs2)C(C)C)cc1,decoy
COc1ccc(Cl)cc1S(=O)(=O)NC1Cc2ccccc2C1,decoy
COc1ccc(S(=O)(=O)Nc2ccccc2C(C)C)cc1Br,decoy
CCn1ncc(Cl)c1C(=O)Nc1ccc(C)c([N+](=O)[O-])c1,decoy
