SMILES,endpoint
S=C(NCCc1ccccc1)Nc1nccs1,active
Fc1cccc(Cl)c1CCNC(=S)Nc1nccs1,active
C=CC[NH+]1Cc2cccc3[nH]c(=O)n(c32)CC1C,active
CC(C)=CC[NH+]1Cc2cc(Cl)cc3[nH]c(=S)n(c32)CC1C,active
CC(C)=CC[NH+]1Cc2c3c(ccc2Cl)[nH]c(=S)n3CC1C,active
S=C(NCCc1ccccn1)Nc1ccc(Br)cn1,active
Fc1cccc(F)c1CCNC(=S)Nc1ccc(Br)cn1,active
O=C1c2ccccc2C2(c3ccccc3)SCCN12,active
Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,active
Cc1c(=O)[nH]c(=O)n(COCCO)c1SC1CCCCC1,active
Cc1c(=O)[nH]c(=S)n(COCCO)c1Sc1ccccc1,active
CCOCC1C(=O)NC(=O)C(CC)=C1Cc1ccccc1,active
CCOCC1C(=O)NC(=O)C(CC)=C1Cc1ccccc1,active
CCOCn1c(=O)[nH]c(=O)c(C(C)C)c1Cc1ccccc1,active
Cc1cc(C)cc(Cc2c(C(C)C)c(=O)[nH]c(=O)n2COCCO)c1,active
O=C1Nc2ccc(Cl)cc2C(C#CC2CC2)(C(F)(F)F)O1,active
O=C1Nc2ccc(Cl)cc2C(C#CC2CC2)(C(F)(F)F)N1,active
O=C1Nc2ccc(Cl)cc2C(C=CC2CC2)(C(F)(F)F)N1,active
Cc1c(Cc2ccccc2)nc(OC2CCCCC2)[nH]c1=O,active
COc1ccc2c(c1)N(C(=O)OC(C)C)C(CSC)C(=S)N2,active
CC(=O)c1ccccc1NC(C(N)=O)c1c(Cl)cccc1Cl,active
CC(=O)c1ccccc1NC(C(N)=O)c1c(Cl)cccc1Cl,active
NC(=O)C(Nc1ccccc1[N+](=O)[O-])c1c(Cl)cccc1Cl,active
NC(=O)C(Nc1ccccc1[N+](=O)[O-])c1c(Cl)cccc1Cl,active
CC(=O)c1ccc(C)cc1NC(C(N)=O)c1c(Br)cccc1Br,active
CC1=C(C(=O)Nc2ccc(Cl)c(C(=O)OC(C)C)c2)SCCO1,active
CC(=O)c1ccc(C)cc1NC(C(N)=O)c1c(Cl)cccc1Cl,active
CCN1c2cc([N+](=O)[O-])ccc2N(C)C(=O)c2cccnc21,active
Cc1occc1C(=S)Nc1ccc(Cl)c(CNOC(C)(C)C)c1,active
CCN1c2ncccc2-c2ncc(C)n2-c2ccc(OC)nc21,active
CCc1cc(NCc2nc3c(o2)c(C)ccc3C)c(=O)[nH]c1C,active
CC(C)c1c(=O)[nH]c(=O)n(COCc2ccccc2)c1Cc1ccccc1,active
CC1Oc2c3c(c4c(-c5ccccc5)cc(=O)oc4c2C(O)C1C)OC(C)(C)C=C3,active
O=C([O-])c1cc(C(c2ccc(O)c(C(=O)[O-])c2)=C2C=CC(=O)C(C(=O)[O-])=C2)ccc1O,active
CCC(Sc1nncn1C)C(=O)Nc1ccc(Cl)cc1,decoy
Cc1ccc2nsnc2c1NC(=O)c1ccc(OC(C)C)cc1,decoy
Cc1[nH]nc(NC=C2C(=O)CCCC2=O)c1-c1ccc(Cl)cc1,decoy
COc1ccc2nc(NC(=O)CSc3nccn3C)sc2c1,decoy
CCOc1ccc(NS(=O)(=O)c2ccc(OC)c(Br)c2)cc1,decoy
Cc1cc(Cl)c(S(=O)(=O)NN=Cc2ccc3c(c2)OCO3)c(Cl)c1,decoy
CN(C)c1ccc(C=NNS(=O)(=O)c2ccc(Cl)cc2)cc1,decoy
O=C(NC1CC1)c1ccc(=O)n(Cc2c(Cl)cccc2Cl)c1,decoy
Cc1nn(CC(C)C(=O)Nc2ccccc2O)c(C)c1Br,decoy
COC(=O)c1ccc(Cl)c(NC(=O)c2ccc(OC)cc2)c1,decoy
COc1cc(NC(C)=O)c(Cl)cc1C(=O)NCc1ccco1,decoy
CCc1ccc(NS(=O)(=O)c2ccc(OC)c(Br)c2)cc1,decoy
Cc1ccc(NC(=O)C(C)N2C(=O)C3CC=C(Cl)CC3C2=O)cc1,decoy
O=C(c1ccc(Nc2cc3c(cc2Cl)OCO3)nc1)N1CCCC1,decoy
CCCOC(=O)c1ccc(NC(=O)c2ccc(Br)o2)cc1,decoy
CN(C)c1ccc(C=NNC(=O)c2[nH]ncc2Br)cc1,decoy
c1ccc(Nc2nnc(SCC3CCCCO3)s2)cc1,decoy
O=C1NC2(CCCCC2)C(=O)N1N=Cc1ccccc1OC(F)F,decoy
Cc1nn(C)c(COC(=O)Nc2ccc(Cl)cc2)c1[N+](=O)[O-],decoy
COc1cc(C=NNC(=O)c2ccc3c(c2)OCO3)cc(Br)c1O,decoy
