SMILES,endpoint
O=C(O)c1cc(O)c2c(c1)C(=O)c1cccc(O)c1C2=O,active
O=C(O)c1ccc2c3c1ncnc3-c1ccccc1C2=O,active
O=[N+]([O-])c1cc(O)cc2cccnc21,active
NCCCCCNc1cc(O)cc2cccnc21,active
CCC(C)NCCNc1cc(OC)cc2cccnc21,active
CC(=O)Nc1cc(OC(C)=O)c2nonc2c1OC(C)=O,active
COc1ccc2c(C)n[nH]c3cccc1c32,active
O=C1C2C3C=CC(C3)C2C(=O)N1CNc1ccc(O)cc1,active
O=C(CSc1n[nH]c(-c2ccccc2)n1)c1ccc(O)c(O)c1,active
COc1ccc(OC)c(C=Nc2oc(-c3ccco3)c(-c3ccco3)c2C#N)c1,active
O=C1NCCCC2c3cc(O)c4ccccc4c3OC12N1CCCCC1,active
COc1ccc(C2=NOC3C(=O)N(c4ccc5c(c4)OCCO5)C(=O)C23)cc1OC,active
CCOc1ccc(NCC(=O)Nc2ccc(C)cc2C)cc1,active
O=S(=O)(Nc1ccc(O)c(-c2c(O)ccc3ccccc32)c1)c1ccccc1,active
CC1CCCC(O)CCCCCc2cc(O)cc(O)c2C(=O)O1,active
COc1ccc(OC)c(-n2c(C)nc3cc(C(=O)O)ccc32)c1,active
CCn1cc(C(=O)NCc2ccccn2)c(=O)c2cc(S(=O)(=O)N3CCCCC3)ccc21,active
CCOc1ccc(S(=O)(=O)Nc2ccc3c(c2)OCO3)c2cccnc12,active
O=C(NCCCn1ccnc1)c1noc2c1CCc1ccccc1-2,active
O=C1c2ccccc2C(=O)C1=C1C=Nc2ccccc2N1,active
CN(C)c1ccc(NC=C2N=C(c3ccccc3)OC2=O)cc1,active
Cc1nc(C2=C(C(F)(F)F)ONC2=C2C=CC(=O)C=C2O)cs1,active
CCCc1nc2ccccc2c(=O)n1NC=C1C=CC(=O)C(O)=C1,active
CCCC1=CC(=C2NNC=C2c2ccc3c(c2)OCCCO3)C(=O)C=C1O,active
COc1ccccc1-c1nnc2n1NC(=C1C=CC(=O)C(O)=C1)CS2,active
O=C1C=CC(=C2NC(c3ccc(O)c(O)c3)=CS2)C=C1,active
CCOC(O)=c1oc2c(c(=O)c1=C1NN=CN1c1ccccc1)C=CC(=O)C2=O,active
Cl.CCOc1cc(N2CCOCC2)c(OCC)cc1NC1=NCCCCC1,active
Cc1ccc(S(=O)(=O)Nc2ccc(F)c(-c3c4c(ccc3O)OCO4)c2)cc1,active
N#Cc1cc(S(=O)(=O)Nc2ccc(F)c(-c3c4c(ccc3O)OCO4)c2)ccc1F,active
CCOC(=O)N1CCN(C(=O)Cn2ncc3c2-c2ccccc2OC3)CC1,decoy
O=C(O)CCc1nn2c3ccccc3nc2n(CCN2CCCCC2)c1=O,decoy
CC(C)CC12CN3CC(CN(C1)CC3)C2O,decoy
Cc1nn(-c2ccccc2)c(CC(C)(C)C(=O)O)c1C(=O)O,decoy
Cc1ccc2c(c1)cc(C)c1nnc(SCC(=O)NCc3ccco3)n12,decoy
Cl.CCOC(=O)c1c(CN(C)C)oc2cc(CN(C)C)c(O)c(CSc3ccccc3)c21,decoy
COc1cc(OC)nc(NC(=O)CS(=O)(=O)c2ccccc2)n1,decoy
O=C(C1CCC(CNc2c(=O)c(=O)c2N2CCCCC2)CC1)N1CCc2ccccc2C1,decoy
C=CCc1ccccc1OCC(O)CN1CCN(c2ccc(C)cc2)CC1,decoy
COc1ccc(-c2nnc(NC(=O)c3ccc(S(=O)(=O)N4CCc5ccccc5C4)cc3)o2)cc1,decoy
CCC1CC(C)(C(=O)Nc2ccc(S(N)(=O)=O)cc2)OC1=O,decoy
O=C(CSc1nnc(-c2ccco2)o1)NC1CCCCCC1,decoy
CSc1nnc(Cc2cc(=O)[nH]c(=O)[nH]2)n1-c1cc(C)ccc1C,decoy
COc1ccccc1Nc1oc2cc(=O)ccc-2cc1C(N)=O,decoy
COc1ccc(CNC(=O)c2cc3c(nc4ccccn4c3=O)n(Cc3ccco3)c2=N)cc1,decoy
CN(C)S(=O)(=O)c1ccc(C(=O)Nc2ccccc2OC(F)(F)C(F)F)cc1,decoy
Cc1ccc(C(=O)CSc2nnc(-c3ccco3)o2)o1,decoy
O=C(N1CCN(c2ccc(F)cc2)CC1)C12CC3CC(CC(C3)C1)C2,decoy
C=C(C)CSc1nnc(CCNC(=O)OC(C)(C)C)o1,decoy
OCCNc1nc2ccccc2n1-c1ccccc1,decoy
Cc1ccc(Cn2c3nnc(CCC(=O)O)n3c3ccccc3c2=O)cc1,decoy
COc1ccccc1CC(=O)N1CCCC1,decoy
Cl.CCc1nc2c3ccccc3oc2c(NCC2CCCO2)n1,decoy
Cc1ccc2c(c1)NC(=O)C(CC(=O)NCCCN1CCCC1=O)O2,decoy
COC(=O)COc1cccc(NC(=O)c2ccccc2)c1,decoy
CCOC(=O)C=C1NC(C)(C)Cc2cc(OC)c(O)cc21,decoy
C=CCOC(=O)COc1ccc2c(C)c(C)c(=O)oc2c1C,decoy
COc1ccc(C(=O)NCc2c(CC(C)C)oc(C)c2C(=O)O)cc1,decoy
CC(=O)c1ccc(OCC(C)C)c(CC(C(N)=O)C(N)=O)c1,decoy
O=C(NC1CCCCC1)C1CC(O)CN1C(=O)OCc1ccccc1,decoy
Cc1ccc(CN2C(=O)CCC2C(=O)N2CCN(c3ccc(F)cc3)CC2)cc1,decoy
CC(=O)Oc1c(S(=O)(=O)c2ccc(C)cc2)c(C)nn1-c1ccccc1,decoy
O=S(=O)(c1ccccc1)c1ccc(NCc2ccco2)cc1,decoy
O=C(O)C=C1C2CC3CC(C2)CC1C3,decoy
Cn1c2ccc(S(=O)(=O)NCCC(=O)N3CC=C(c4ccccc4)CC3)cc2oc1=O,decoy
Cc1nc(C)c(C(=O)OCC(=O)N2CCN(c3ccccc3)CC2)s1,decoy
Cl.COc1ccccc1N1CCN(CCOc2c(OC)cccc2OC)CC1,decoy
CCOC(=O)c1ccc(CSc2ncn[nH]2)o1,decoy
